Reference molID, Reference formula, Test molID, Test formula, Perpendicular Distance, Planar Angle (Deg), Relative X-angle (Deg), Relative Y-angle (Deg), Relative Z-angle (Deg), Reference X-center, Reference Y-center, Reference Z-center, Test X-center, Test Y-center, Test Z-center
0.1, x-dummy-plane, 6442, C4-N1, 0.90, 45.28, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.94, 2.34, 449.30
0.1, x-dummy-plane, 7318, C6, 0.90, 51.90, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.94, -4.97, 461.58
0.1, x-dummy-plane, 5821, C6, -0.90, 86.35, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.14, 4.36, 431.66
0.1, x-dummy-plane, 5686, C6, -0.90, 88.57, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.14, 42.72, 431.62
0.1, x-dummy-plane, 5562, C6, -0.90, 84.57, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.14, 38.45, 431.58
0.1, x-dummy-plane, 5098, C6, -0.91, 88.60, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.13, 8.66, 431.76
0.1, x-dummy-plane, 5292, C6, -0.91, 85.62, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.13, 25.71, 431.84
0.1, x-dummy-plane, 5439, C6, -0.92, 87.12, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.12, 29.95, 431.78
0.1, x-dummy-plane, 5289, C6, -0.92, 86.28, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.12, 21.38, 431.79
0.1, x-dummy-plane, 3366, C4-N1, 0.93, 78.78, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 40.97, 17.77, 402.45
0.1, x-dummy-plane, 4435, C6, -0.93, 88.90, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.11, 35.60, 428.21
0.1, x-dummy-plane, 3115, C6, -0.94, 23.44, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.10, 2.74, 402.18
0.1, x-dummy-plane, 4552, C6, -0.94, 87.22, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.10, -2.79, 428.03
0.1, x-dummy-plane, 4806, C6, -0.94, 87.91, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.10, 9.98, 428.25
0.1, x-dummy-plane, 6592, C6, -0.95, 78.63, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.09, 20.34, 450.79
0.1, x-dummy-plane, 4683, C6, -0.96, 88.67, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.08, 1.50, 428.28
0.1, x-dummy-plane, 5100, C6, -0.96, 88.83, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.08, 17.11, 431.64
0.1, x-dummy-plane, 5099, C6, -0.97, 89.53, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.07, 12.89, 431.72
0.1, x-dummy-plane, 4436, C6, -0.97, 86.27, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.07, 39.87, 428.34
0.1, x-dummy-plane, 7399, C4-N1, 0.97, 59.72, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.01, 27.46, 462.94
0.1, x-dummy-plane, 4268, C6, -0.97, 85.81, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.06, 31.36, 428.20
0.1, x-dummy-plane, 2959, C6, -0.98, 59.22, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.06, 33.21, 393.81
0.1, x-dummy-plane, 4964, C6, -0.98, 88.18, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.06, 14.26, 428.22
0.1, x-dummy-plane, 5021, C6, -0.99, 84.91, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.05, 22.82, 428.32
0.1, x-dummy-plane, 4686, C6, -0.99, 89.15, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.05, 5.79, 428.06
0.1, x-dummy-plane, 4965, C6, -1.00, 87.50, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.04, 18.57, 428.09
0.1, x-dummy-plane, 7371, C4-N1, 1.01, 41.36, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.05, 27.16, 458.02
0.1, x-dummy-plane, 3785, C6, 1.02, 51.80, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.06, 36.02, 412.46
0.1, x-dummy-plane, 4551, C6, -1.02, 86.53, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.02, 44.10, 428.05
0.1, x-dummy-plane, 6480, C4-N1, 1.02, 60.39, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.06, 31.27, 445.92
0.1, x-dummy-plane, 4267, C6, -1.03, 85.09, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.01, 27.08, 428.42
0.1, x-dummy-plane, 3057, C4-N1, -1.03, 80.93, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 39.00, 46.74, 400.27
0.1, x-dummy-plane, 3097, C6, 1.05, 88.29, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.09, 8.79, 394.38
0.1, x-dummy-plane, 3502, C6, -1.08, 72.31, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.96, 33.31, 402.69
0.1, x-dummy-plane, 3064, C6, -1.09, 83.29, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.95, 22.96, 394.46
0.1, x-dummy-plane, 2863, C4-N1, 1.10, 19.97, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.14, 31.05, 386.74
0.1, x-dummy-plane, 7607, C6, 1.11, 38.43, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.15, 6.48, 473.35
0.1, x-dummy-plane, 6497, C6, 1.12, 63.99, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.16, 44.12, 448.40
0.1, x-dummy-plane, 2195, C4-N1, 1.12, 68.00, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.16, 1.00, 374.41
0.1, x-dummy-plane, 1389, C6, -1.13, 85.23, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.91, 27.71, 494.27
0.1, x-dummy-plane, 3409, C4-N1, 1.14, 15.00, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.18, 24.62, 413.75
0.1, x-dummy-plane, 1387, C6, -1.14, 81.39, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.90, 23.46, 494.29
0.1, x-dummy-plane, 7436, C6, -1.14, 44.15, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 24.42, 460.09
0.1, x-dummy-plane, 6259, C6, -1.15, 85.30, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 18.22, 435.05
0.1, x-dummy-plane, 1689, C6, -1.15, 86.96, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 31.96, 494.58
0.1, x-dummy-plane, 631, C6, -1.15, 88.60, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 2.14, 494.33
0.1, x-dummy-plane, 1125, C6, -1.15, 89.05, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 19.19, 494.41
0.1, x-dummy-plane, 879, C6, -1.15, 88.14, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 10.64, 494.32
0.1, x-dummy-plane, 7218, C4-N1, -1.15, 85.39, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.89, 28.30, 468.05
0.1, x-dummy-plane, 277, C6, -1.16, 89.90, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 38.88, 44.77, 494.40
0.1, x-dummy-plane, 60, C6, 1.16, 85.13, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.20, 20.85, 363.62
0.1, x-dummy-plane, 1268, C6, 1.16, 88.10, 0.00, 0.00, 0.00, 40.04, 20.75, 427.99, 41.20, 46.43, 363.86
